sentence,source,target,label,llm_label
"maxima infection under HS the calcium signaling pathway was downregulated, including genes responsible for increasing the cytoplasmic calcium concentration; and Tryptophan metabolism was upregulated, including genes that contribute to catabolizing Tryptophan through serotonin and indole pathways; which might result in reducing the cytoplasmic pool of nutrients and calcium available for the parasite to scavenge and consequently might affect the parasite's reproductive ability.",concentration; and Tryptophan,to catabolizing Tryptophan,Component-Whole,cause-effect
"maxima infection under HS the calcium signaling pathway was downregulated, including genes responsible for increasing the cytoplasmic calcium concentration; and Tryptophan metabolism was upregulated, including genes that contribute to catabolizing tryptophan through Serotonin and indole pathways; which might result in reducing the cytoplasmic pool of nutrients and calcium available for the parasite to scavenge and consequently might affect the parasite's reproductive ability.",Tryptophan,Serotonin,Component-Whole,cause-effect
"Exogenous melatonin treatments have been used to reduce the incidence of several virus diseases, reducing symptoms, virus titer, and even eradicating the proliferation of viruses such as Tobacco Mosaic Virus, Apple Stem Grooving Virus, Rice Stripe Virus and Alfalfa Mosaic Virus in tomato, apple, rice and eggplant, respectively",Apple,Rice,Cause-Effect,component-whole
"Background
Cadmium poisoning is mainly caused by inhalation of Cadmium dust or cadmium compound dust, which greatly harms people's lives",Cadmium,inhalation of Cadmium,Cause-Effect,cause-effect
"This study aimed to enhance Water deficit resilience in sweet corn by applying foliar melatonin to four genotypes-Messenger, Dessert, Royalty, and Tyson under two levels of water deprivation induced by Polyethylene glycol at 8% and 12% concentrations in a hydroponic, controlled environment",Water,Polyethylene glycol,Component-Whole,cause-effect
"In addition, GmCOL1a promoted the expression of genes related to salt tolerance, effectively reducing the Na+/K+ ratio in Soybean plants, especially in stems and leaves of 35S:GmCOL1a Soybean",ratio in Soybean,of 35S:GmCOL1a Soybean,Cause-Effect,component-whole
"Differential metabolites in Tomato leaves exposed to PYS compared with the control, including Amino acids, phosphates, and flavonoids, may play important roles in tomato response to PYS stress",Tomato,Amino acids,Component-Whole,component-whole
Fifteen prepubertal Ossimi ram lambs were exposed to a single s.c injection of either nano Melatonin (nano melatonin group; 20 mg/ram; n = 5) or melatonin suspended in two ml of Corn oil (melatonin group; 40 mg/ram; n = 5) or two ml of corn oil (control group; n = 5),Melatonin,Corn,Component-Whole,component-whole
"Furthermore, the key organic osmolytes and Amino acids, including Taurine, l-methionine, guanidinoethyl sulfonate, and N-acetyl-l-aspartic acid, exhibited a negative correlation with the AsB concentration",Amino acids,Taurine,Component-Whole,component-whole
"BACKGROUND
Compared with corn, Wheat contains higher crude protein, Amino acids concentration",Wheat,Amino acids,Component-Whole,component-whole
"Exposure to NPs significantly increased the production of malondialdehyde, Glutathione and reactive oxygen species, as well as the activities of antioxidant enzymes including glutathione reductase, superoxide dismutase and catalase, resulting in various degrees of oxidative damage in sea Cucumber",Glutathione,Cucumber,Cause-Effect,component-whole
"Ginger treatment in the senescent group caused a significant upregulation in 8-shogaol, octadecanamide and Uracil",Ginger,Uracil,Cause-Effect,cause-effect
"In response to acid stress, the levels of acid-dependent resistant Amino acids, including glutamate, aspartate, Arginine, proline, lysine, and histidine, accumulated continuously to maintain orderly intracellular metabolic processes",Amino acids,Arginine,Component-Whole,component-whole
"Additionally, there were significant associations between Glutathione metabolites and certain clinical traits, including bilirubin, Uric acid, hemoglobin, and iron",Glutathione,Uric acid,Component-Whole,component-whole
"The Water deficit affected plants, causing a reduction in relative Water content (69.98%), starch (12.84% in leaves and 23.48% in roots) and carbohydrates (84.34%), and an increase in glycine-betaine, sucrose (114.11% in leaves and 18.71% in roots) and proline (358.86%) at time 2",Water,in relative Water,Cause-Effect,cause-effect
"The Water deficit affected plants, causing a reduction in relative water content (69.98%), starch (12.84% in leaves and 23.48% in roots) and carbohydrates (84.34%), and an increase in Glycine-betaine, sucrose (114.11% in leaves and 18.71% in roots) and proline (358.86%) at time 2",Water,Glycine,Cause-Effect,cause-effect
Model systems of co-amorphous materials consisting of Carvedilol and the two co-formers Aspartic acid and tryptophan were produced via spray drying,Carvedilol,Aspartic acid,Component-Whole,component-whole
This comparative study evaluated the comparative residual effects of Iron nanoparticles (FNp) with two other Fe sources including Iron-sulphate (FS) and iron-chelate (FC) on maize (Zea mays L.) crop grown under salt stress,effects of Iron,sources including Iron,Component-Whole,component-whole
"The results showed that nickel, lead, and Copper stress caused a significant decrease in the contents of Chlorophyll A, chlorophyll b, and chlorophyll (a + b) in A",Copper,Chlorophyll A,Cause-Effect,cause-effect
"Our study was conducted to highlight the phytotoxic effect of Triclosan on the growth, ROS homeostasis, and detoxification metabolism of two different plant species i.e., legumes (Glycine max) and grass (Avena sativa)",Triclosan,Glycine,Component-Whole,cause-effect
"This study aimed to isolate and characterize beneficial bacteria isolated from the rhizosphere of Pineapple from distinct stress-inducing habitats, including Water excess-, herbicide-over-treated-, and pathogen-infected areas at PT Great Giant Foods located in Lampung, Indonesia",Pineapple,Water,Component-Whole,component-whole
"However, biochar and microplastics enhanced Chlorophyll A content, except for dose B1 of biochar, which leads to a decrease in Chlorophyll B (0.91 ± 0.138 μg/g FM)",Chlorophyll A,Chlorophyll B,Cause-Effect,cause-effect
"Furthermore, Melatonin application caused salt stress and cultivar-specific changes in phenolic acid contents e.g., Ferulic acid, sinapic acid, or m-coumaric acid, in soluble free, ester- and glycoside-conjugated and cell wall-bound forms",Melatonin,Ferulic acid,Cause-Effect,cause-effect
"Sugar Beet seeds were coated with different compounds and combinations, including micro- (Fe, Zn, Cu, Mn, Co, Mo) and macro- (N, P, K) nutrients, humic acid, Gibberellic acid, kaolin, and chitosan",Beet,Gibberellic acid,Component-Whole,component-whole
"Multicomponent composites based on natural biopolymers: chitosan, starch and Gelatin in two different ratios (0.5:1:1 and 1:1:1) were in situ crosslinked by intermolecular interactions and used as matrices for Zinc oxide and magnetite fillers",Gelatin,Zinc,Component-Whole,component-whole
"METHODS
Patients receiving UFH or low molecular weight Heparin (LMWH) were enrolled; aPTT and anti-factor Xa activity were tested using two different analyser/reagent pairs (Stago and reagent without Dextran sulfate; Siemens and reagent with dextran sulfate) after 1, 4 and 6 h of sample storage as whole blood or as plasma",Heparin,Dextran,Component-Whole,component-whole
"The case report describes a case of a severe dapsone (more than 200 tablets dapsone 100 mg) and mild Methotrexate intoxication (10 tablets methotrexate 10 mg) as an attempt to commit suicide, resulting in severe cyanosis with elevation in methemoglobin concentration, treated with Methylene blue, ascorbic acid, folinic acid, multidose activated charcoal and hemodialysis",Methotrexate,Methylene blue,Cause-Effect,cause-effect
"The therapeutic efficacy of BX was evaluated by bone parameters (BMD, BV/TV, Tb.N, Tb.Sp), hematoxylin and Eosin (H&E) staining results, and determination of bone formation markers procollagen type Ⅰ amino-terminal peptide (PⅠNP) and bone-specific Alkaline Phosphatase (BALP)",Eosin,Alkaline Phosphatase,Cause-Effect,component-whole
"Methods
Adults, who had relapsed after first complete course of a Sofosbuvir-containing first-line, pegylated interferon free, anti-HCV treatment regimen with or without Ribavirin (Riba) were included",Sofosbuvir,Ribavirin,Component-Whole,component-whole
"The biological activities of Safflower, including its antioxidant and anti-inflammatory properties, were enhanced through Yeast fermentation",Safflower,Yeast,Component-Whole,cause-effect
"Of the patients who received DOACs, 41 (67.21%) received Apixaban, one (1.64%) received Dabigatran, and 19 (31.15%) received rivaroxaban",Apixaban,Dabigatran,Component-Whole,component-whole
"The Potato apical leaf curl disease is caused by Tomato leaf curl New Delhi virus-potato (ToLCNDV-potato), which severely alters a plant's starch metabolism, starch hydrolysing enzymes, and antioxidant mechanism",Potato,Tomato,Cause-Effect,cause-effect
"These ATP nucleosidase effectors are widely distributed within multiple bacterial defense systems, including cyclic oligonucleotide-based antiviral signaling systems (CBASS), prokaryotic argonautes, and nucleotide-binding Leucine-rich repeat (NLR)-like proteins, and we show that ATP and dATP degradation during infection halts phage propagation",ATP,Leucine,Component-Whole,cause-effect
"These ATP nucleosidase effectors are widely distributed within multiple bacterial defense systems, including cyclic oligonucleotide-based antiviral signaling systems (CBASS), prokaryotic argonautes, and nucleotide-binding leucine-rich repeat (NLR)-like proteins, and we show that ATP and dATP degradation during infection halts phage propagation",ATP,dATP,Component-Whole,component-whole
"Ontario pharmacists expressed a preference for scheduling change for five drugs (four prescription [terconazole for intravaginal use, famotidine, rupatadine, Mometasone nasal spray] and one unscheduled [Ranitidine 75 mg]), while Québec pharmacists expressed preference for scheduling change for three prescription drugs (terconazole for intravaginal use, famotidine, rupatadine)",Mometasone,Ranitidine,Component-Whole,component-whole
"The primary alterations in hepatic metabolism involved glycerophospholipids and Amino acids, including the biosynthesis of Valine, leucine, and isoleucine",Amino acids,Valine,Component-Whole,component-whole
"It is well known that, after Calcium ion stimulation, many intriguing changes occurred in the major components of plasma, including the activation of several coagulation factors, such as the conversion of fibrinogen to Fibrin, prothrombin to thrombin, and so on",Calcium,Fibrin,Component-Whole,cause-effect
"Concentrations of urinary metals, including arsenic (As), Cadmium (Cd), lead (Pb), Antimony (Sb), barium (Ba), thallium (Tl), tungsten (W), uranium (U), were determined in urine using inductively coupled plasma mass spectrometry",Cadmium,Antimony,Cause-Effect,component-whole
"INTRODUCTION
Information regarding Carbapenem-induced liver injury is limited, and the rate of liver injury caused by Meropenem (MEPM) and doripenem (DRPM) remains unknown",Carbapenem,Meropenem,Cause-Effect,component-whole
"The dependent variable was set as liver injury from a Carbapenem (MEPM or DRPM), and factors including Alanine aminotransferase (ALT), albumin-bilirubin (ALBI) score, and concomitant use of acetaminophen were used as explanatory variables",Carbapenem,Alanine,Component-Whole,cause-effect
"Levodopa and benserazide failed to improve his symptoms, necessitating Ropinirole, and steroid treatment, which included a 5-day course of Methylprednisolone followed by a 3-month oral prednisolone taper",Ropinirole,Methylprednisolone,Component-Whole,cause-effect
The results showed mitochondria was damaged and excessive reactive Oxygen species (ROS) were generated in Chicken liver cell line LMH after cadmium exposure,Oxygen,Chicken,Cause-Effect,cause-effect
"We then constructed a metabolite-metabolite network for each animal model and computationally identified several potential metabolic markers, with particular emphasis on aromatic Amino acids, including Phenylalanine, tyrosine, and tryptophan",Amino acids,Phenylalanine,Component-Whole,component-whole
"The levels of total sulfhydryl groups (total SH), thiobarbituric acid reactive substances (TBARS), Nitric Oxide (NO), and tumor necrosis factor-alpha (TNF-α), as well as the activity of antioxidant enzymes including catalase (CAT), superoxide dismutase (SOD), and Glutathione peroxidase (GPx) in the prefrontal cortex (PFC) and hippocampus (HPC), were measured",Nitric Oxide,Glutathione,Component-Whole,cause-effect
"In the liver and testicular tissue, Sildenafil citrate treatment resulted in significant reductions in catalase and total antioxidant capacity; as well as increased malondialdehyde, reactive Oxygen species, and nitrous oxide levels",Sildenafil,Oxygen,Cause-Effect,cause-effect
"Lutein 7-O glucoside was found in Water extract, while more bioactive compounds, including populnin, 3,5-O-dicaffeoylquinic acid, Quercetin-3'- O glucoside, methylophiopogononeone-A, kaempferol-7-O-α-L-arabinofuranoside, and 7-hydroxy-3,5,6,3',4'- pentamethoxyflavone, were found in ethanol extract",Water,Quercetin,Component-Whole,component-whole
"Inositol pyrophosphates (PP-InsPs), composed of an Inositol ring decorated with monophosphate and diphosphate moieties, and inorganic polyphosphate (polyP), chains of orthophosphate residues linked by phosphoanhydride bonds, are energy-rich biomolecules that play critical roles in phosphate homeostasis",Inositol,of an Inositol,Component-Whole,component-whole
"Here, we used buffers with very high ionic strength, which would disrupt any non-covalent interactions, and confirmed that Lysine polyphosphorylation occurs covalently on proteins containing PASK domains (polyacidic, Serine-, and lysine-rich), such as the budding yeast protein nuclear signal recognition 1 (Nsr1) and the mammalian protein nucleolin",Lysine,Serine,Component-Whole,component-whole
"Here, we used buffers with very high ionic strength, which would disrupt any non-covalent interactions, and confirmed that Lysine polyphosphorylation occurs covalently on proteins containing PASK domains (polyacidic, serine-, and lysine-rich), such as the budding Yeast protein nuclear signal recognition 1 (Nsr1) and the mammalian protein nucleolin",Lysine,Yeast,Component-Whole,component-whole
"Tetracycline (TCC) and Sulfadiazine (SDZ) are two of the most consumed antibiotics for human therapies and bacterial infection treatments in aquafarming fields, but their accumulative residues can result in negative effects on Water and aquatic microorganisms",Sulfadiazine,Water,Cause-Effect,cause-effect
"METHODS
The reversal potential of andexanet alfa, various 4F-PCCs, and activated PCC was investigated ex vivo in human blood anticoagulated with Rivaroxaban (37.5, 75, 150, and 300 ng ml-1) using a panel of coagulation parameters, including conventional coagulation assays, Thrombin generation, and a newly developed viscoelastometric device",Rivaroxaban,Thrombin,Component-Whole,cause-effect
"During clotting under flow, Thrombin rapidly generates Fibrin, whereas fibrin potently sequesters thrombin",Thrombin,Fibrin,Cause-Effect,cause-effect
"In conclusion, dalteparin mainly affected the amount of Thrombin generated and Argatroban delayed clot initiation in critically ill sepsis patients with new-onset thrombocytopenia",Thrombin,Argatroban,Cause-Effect,cause-effect
"In the present meta-analysis, we assessed the efficacy and safety of three second-generation broad-spectrum antiseizure medications, lamotrigine (LTG), levetiracetam (LEV), and Topiramate (TPM), and two third-generation broad-spectrum antiseizure medications, Perampanel (PER) and lacosamide (LCM), for the adjunctive treatment of refractory epilepsy",Topiramate,Perampanel,Component-Whole,component-whole
"In summary, l-Theanine had a significant preventive effect on depression and achieved its preventive results on depression by regulating various aspects of the body, such as Amino acids, lipids, and inflammation",Theanine,Amino acids,Cause-Effect,cause-effect
"Moreover, Ketamine caused a decreased expression of GABAAR α1 subunit, which was specifically expressed on GABAergic neurons and astrocytes, an increased GABA synthesis and metabolism in GABAergic neurons, a plasticity change in astrocytes, and an increase in ATP (adenosine triphosphate) contents",Ketamine,ATP,Cause-Effect,cause-effect
"Fluoxetine and Sertraline, two Serotonin reuptake inhibitors (SSRIs), are among the most prescribed antidepressants worldwide",Sertraline,Serotonin,Component-Whole,component-whole
"In this study, we tested the susceptibility of radish (Raphanus sativus) to colonization by different HPMOs, including Escherichia coli PCM 2561, Salmonella enterica subsp",Raphanus sativus,Escherichia coli,Component-Whole,cause-effect
"149 transgender women treated with estradiol and 153 transgender men treated with Testosterone were included; 129 of the transgender women received also androgen blockers (54 Spironolactone, 49 cyproterone acetate and 26 LHRH agonists)",Testosterone,Spironolactone,Component-Whole,component-whole
"Compared to the control group, the exposure to ½ LC₅₀ of Clove oil for 7 days resulted in significant increases in Alkaline Phosphatase (ALP), malondialdehyde (MDA), catalase (CAT), and superoxide dismutase (SOD)",Clove,Alkaline Phosphatase,Cause-Effect,cause-effect
"A new series of benzo[h]Quinoline-containing heterocycles was synthesized via reactions of benzo[h]quinolinyl-2(3H)-furanone with some Nitrogen bidentate nucleophiles, leading to the formation of pyridazinone, pyrrolinone, benzimidazole, and benzoxazinone derivatives",Quinoline,Nitrogen,Component-Whole,component-whole
"A new series of benzo[h]quinoline-containing heterocycles was synthesized via reactions of benzo[h]quinolinyl-2(3H)-furanone with some Nitrogen bidentate nucleophiles, leading to the formation of pyridazinone, pyrrolinone, Benzimidazole, and benzoxazinone derivatives",Nitrogen,Benzimidazole,Cause-Effect,cause-effect
"Interestingly, we find elevated Norepinephrine and decreased vanillylmandelic acid in most OC cells, resulting from excess 4-hydroxyestradiol that antagonizes the catabolism of Norepinephrine by catechol-O-methyltransferase",find elevated Norepinephrine,catabolism of Norepinephrine,Cause-Effect,cause-effect
The control group (a single step of preoperative skin antisepsis using povidone-iodine and Isopropyl alcohol) comprised 40 patients who underwent a shunt surgery between January 2019 and June 2020 and the study group (two steps of preoperative skin antisepsis using 2% Chlorhexidine gluconate in 70% isopropyl alcohol as a first step followed by povidone-iodine as a second step) comprised 40 patients who underwent a shunt surgery between July 2020 and January 2022,Isopropyl alcohol,Chlorhexidine,Component-Whole,component-whole
"RESULTS
The aROR for Niraparib was significant at > 1.000, including platelet count decreased (p < 0.001) and thrombocytopenia (p < 0.001) when Olaparib was set as the reference",Niraparib,Olaparib,Component-Whole,cause-effect
Polyamines are aliphatic Nitrogen-containing compounds that play important roles in disease resistance and are synthesized primarily by two pathways: an Arginine decarboxylation pathway and an ornithine decarboxylation pathway,Nitrogen,Arginine,Component-Whole,component-whole
Molecular Oxygen was identified as an additional electron acceptor resulting in wasteful electrons from NADPH for the main catalysis,Oxygen,NADPH,Cause-Effect,cause-effect
"This innovative formulation enables efficient loading of Polymyxin B, reduces off-target drug release, increases circulation and targeting efficacy, and generates reactive Oxygen species upon ultrasound irradiation",Polymyxin B,Oxygen,Cause-Effect,cause-effect
"Interference with sterol-dependent lipid packing is also reflected in a Natamycin-mediated increase in membrane accessibility for dithionite, particularly in bilayers containing Ergosterol",Natamycin,Ergosterol,Component-Whole,cause-effect
"Employing the intrinsic fluorescence of Natamycin in ultraviolet-sensitive microscopy, we can visualize the binding of natamycin to giant unilamellar vesicles (GUVs) and find that it has the highest affinity for the Lo phase in GUVs containing Ergosterol",Natamycin,Ergosterol,Component-Whole,cause-effect
"This property is particularly pronounced in Ergosterol containing membranes, which could underlie the selective antifungal activity of Natamycin.",Ergosterol,Natamycin,Component-Whole,cause-effect
"Isocratic separation was performed with a Waters Symmetry C18 column using methanol and 0.1% Formic acid containing deionized Water (85:15, v/v)",Formic acid,Water,Component-Whole,component-whole
"Most studies used carboplatin (17 studies) followed by Cisplatin (two), and Lobaplatin (one)",Cisplatin,Lobaplatin,Component-Whole,cause-effect
"A total of 80 piglets [(Landrace × Large White) × Duroc] of both sexes (a ratio of gilts and barrows; 1:1), were randomly allotted to four diet groups: positive control (PC) diet supplemented with 0.02% Amoxicillin; negative control (NC) diet without supplement addition; BSFL12 diet (NC + 12% BSFL full-fat meal); and BSFL + Pro diet (BSFL full-fat meal + 0.1% multi-probiotics, including Bacillus subtilis, B",Amoxicillin,Bacillus subtilis,Component-Whole,component-whole
"Another important factor in defining Heparin resistance includes dosing, whether weight-based or total daily dosing is used, as initial reports of Heparin resistance described daily doses independent of body weight",in defining Heparin,reports of Heparin,Component-Whole,component-whole
"Multiple causes of apparent Heparin resistance include hypercoagulability, antithrombin deficiency, Andexanet alfa used for direct oral anticoagulant reversal, thrombocytosis, and antiphospholipid antibody syndromes",Heparin,Andexanet alfa,Component-Whole,cause-effect
"Treatment options for managing patients with Heparin resistance include weight-based dosing and administration of additional UFH, antithrombin supplementation, or the use of an alternative anticoagulant such as the direct Thrombin inhibitors bivalirudin or argatroban.",Heparin,Thrombin,Component-Whole,cause-effect
"Proband 1 had a homozygous missense mutation of c.859A>G appeared on the 9th exon, which resulted in substitution of Ile287 to Valine (p.Ile287Val); proband 2 had a homozygous missense mutation of c.77A>G on the 1st exon, which resulted in substitution of His26 to Arginine (p.His26Arg); and proband 3 had compound heterozygous mutations of c.409G>A and c.1150A>G on the 4th and 12th exon, which resulted in the substitutions of Asp137 to asparagine (p.Asp137Asn) and Ser384 to glycine (p.Ser384Gly) in the encoded protein respectively",Valine,Arginine,Cause-Effect,cause-effect
"Proband 1 had a homozygous missense mutation of c.859A>G appeared on the 9th exon, which resulted in substitution of Ile287 to valine (p.Ile287Val); proband 2 had a homozygous missense mutation of c.77A>G on the 1st exon, which resulted in substitution of His26 to Arginine (p.His26Arg); and proband 3 had compound heterozygous mutations of c.409G>A and c.1150A>G on the 4th and 12th exon, which resulted in the substitutions of Asp137 to Asparagine (p.Asp137Asn) and Ser384 to glycine (p.Ser384Gly) in the encoded protein respectively",Arginine,Asparagine,Cause-Effect,cause-effect
"Meanwhile, HCH could increase reactive Oxygen species and thereby lead to mitochondrial depolarization and the down-regulation of Adenosine triphosphate levels",Oxygen,Adenosine,Cause-Effect,cause-effect
"The group A rats were given 1 mL Olive oil, while the ones in group B were given Bisphenol A at 100 mL/kg body weight via oral route",Olive oil,Bisphenol A,Component-Whole,component-whole
Ceftolozane-tazobactam (C-T) and ceftazidime-Avibactam (CAZ-AVI) are two novel antimicrobials that retain activity against resistant Pseudomonas aeruginosa,Avibactam,Pseudomonas aeruginosa,Component-Whole,cause-effect
"Septic shock could be differentiated from sepsis patients based on different concentrations of 10 lipids, including significantly lower concentrations of five phosphatidylcholine species, three Cholesterol esters, one dihydroceramide, and one Phosphatidylethanolamine",Cholesterol,Phosphatidylethanolamine,Component-Whole,component-whole
